x0,y0,z0,v0,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28
0.5354435443878174,0.3981744349002838,-0.5038830637931824,0.9999592900276184,0.5383155941963196,0.4350259602069855,-0.2041134089231491,0.9999303221702576,0.3716915249824524,0.4292919337749481,-0.4324811100959778,0.9999359846115112,0.5508853793144226,0.5157299041748047,-0.13652965426445007,0.8202722668647766,0.2979753315448761,0.48405924439430237,-0.48506373167037964,0.9883931279182434,0.47838902473449707,0.55704265832901,-0.3279353380203247,0.8381612300872803,0.36555612087249756,0.5332801342010498,-0.5915745496749878,0.9736737608909607,0.472220778465271,0.5718243718147278,0.07675416022539139,0.9997621774673462,0.37281334400177,0.571650505065918,-0.0766657218337059,0.9997996091842651,0.5448875427246094,0.6664523482322693,0.08512608706951141,0.9173421263694763,0.3340713083744049,0.6797253489494324,-0.09760741144418716,0.9919313788414001,0.553095281124115,0.7672492265701294,0.3368610739707947,0.9595659375190735,0.31158554553985596,0.7804548144340515,0.13262410461902618,0.9920316338539124
0.5468158721923828,0.39329588413238525,-0.5130725502967834,0.9999527931213379,0.5470288395881653,0.44087105989456177,-0.21696746349334717,0.9999319314956665,0.37668880820274353,0.42596927285194397,-0.4232047200202942,0.9999374151229858,0.5579538345336914,0.5237656831741333,-0.18237872421741486,0.8342002630233765,0.2891060411930084,0.48042094707489014,-0.5058337450027466,0.9888177514076233,0.46323856711387634,0.5615612268447876,-0.38192233443260193,0.8462170958518982,0.3487904965877533,0.5339136123657227,-0.6713442802429199,0.9729898571968079,0.47990113496780396,0.5720484256744385,0.06386171281337738,0.999692440032959,0.3836784362792969,0.5717884302139282,-0.06378833949565887,0.9997683763504028,0.5564161539077759,0.6665419340133667,-0.026323039084672928,0.9251629710197449,0.3406175971031189,0.6802808046340942,-0.09372583031654358,0.992180347442627,0.5595160722732544,0.7673658132553101,0.2169562727212906,0.9628944993019104,0.32412922382354736,0.7775484323501587,0.13934418559074402,0.9923189282417297
0.5494697093963623,0.3917343020439148,-0.3595142960548401,0.9999556541442871,0.5454089045524597,0.44096773862838745,-0.10917133837938309,0.9999352693557739,0.37824729084968567,0.424940288066864,-0.23143355548381805,0.9999420642852783,0.5575119853019714,0.5243817567825317,-0.07596727460622787,0.8466717004776001,0.28596001863479614,0.4799653887748718,-0.2512044906616211,0.9893596768379211,0.45558714866638184,0.5625962018966675,-0.18520160019397736,0.8560792207717896,0.35153651237487793,0.5334367156028748,-0.5783998370170593,0.9733288884162903,0.4850030541419983,0.5721952319145203,0.04347437247633934,0.9996719360351562,0.3888969421386719,0.571973979473114,-0.04352249950170517,0.9997673034667969,0.5547309517860413,0.6670709252357483,-0.02854263409972191,0.9322826266288757,0.3415814936161041,0.6806137561798096,-0.08117208629846573,0.9925951957702637,0.5603131055831909,0.7659123539924622,0.11254840344190598,0.9661501049995422,0.3227185904979706,0.7777091860771179,0.0713685154914856,0.9927617311477661
0.5478968024253845,0.3911447823047638,-0.34036654233932495,0.9999555945396423,0.5447614789009094,0.442162424325943,-0.09482095390558243,0.9999372959136963,0.3788166046142578,0.4246804416179657,-0.2570935785770416,0.9999438524246216,0.556343138217926,0.5256691575050354,-0.05398743227124214,0.8558698892593384,0.282181054353714,0.4788164794445038,-0.3053681552410126,0.9896798133850098,0.4546869397163391,0.5636847019195557,-0.18423649668693542,0.8622716069221497,0.3423311114311218,0.530551016330719,-0.4641190469264984,0.9719870090484619,0.4827024042606354,0.5722267627716064,0.051307011395692825,0.9996600151062012,0.3854244649410248,0.5721080899238586,-0.05137508362531662,0.9997604489326477,0.553562581539154,0.6665475964546204,-0.10155661404132843,0.9385592937469482,0.3455773890018463,0.6792705059051514,-0.11471246182918549,0.9928030967712402,0.5626879334449768,0.7650149464607239,0.06540200114250183,0.9688082933425903,0.3220525085926056,0.7769162058830261,0.03727490454912186,0.9928672313690186
0.5480474829673767,0.3911453187465668,-0.37882569432258606,0.9999486804008484,0.5441165566444397,0.4432285726070404,-0.11596623063087463,0.999937891960144,0.37872451543807983,0.4233504831790924,-0.27956318855285645,0.9999440908432007,0.5560339689254761,0.5259668827056885,-0.0799906775355339,0.8657562732696533,0.28165262937545776,0.4759221374988556,-0.32343605160713196,0.9896332621574402,0.4544588625431061,0.5642508268356323,-0.2297767847776413,0.8689586520195007,0.3395416736602783,0.529296338558197,-0.5032958388328552,0.9689489006996155,0.48295238614082336,0.5717678666114807,0.05608094856142998,0.9996261596679688,0.3832074999809265,0.5713453888893127,-0.05608021095395088,0.9997482895851135,0.5539218187332153,0.6658438444137573,-0.063418447971344,0.9441508054733276,0.34517359733581543,0.6776316165924072,-0.12310964614152908,0.9930233359336853,0.562805712223053,0.7640586495399475,0.10244160890579224,0.971156656742096,0.32178524136543274,0.7770493626594543,0.032874856144189835,0.9930208325386047
0.5485653281211853,0.3909528851509094,-0.3971358835697174,0.9999476075172424,0.5427842140197754,0.44405072927474976,-0.11683615297079086,0.9999407529830933,0.3777366280555725,0.4236670732498169,-0.3044610619544983,0.9999451637268066,0.5542666912078857,0.5269664525985718,-0.07715655863285065,0.8751354217529297,0.2773139178752899,0.4760262072086334,-0.37381863594055176,0.9897445440292358,0.4557527005672455,0.5636028051376343,-0.25369441509246826,0.8765546083450317,0.34039244055747986,0.5282148122787476,-0.5394670367240906,0.9672436714172363,0.48024365305900574,0.5717848539352417,0.06539856642484665,0.9996128082275391,0.38287654519081116,0.5713843703269958,-0.06537225097417831,0.9997442364692688,0.5548900961875916,0.6655018329620361,-0.01969347521662712,0.9491620063781738,0.34331753849983215,0.6779278516769409,-0.12371102720499039,0.9933542013168335,0.5629191398620605,0.7638824582099915,0.17228080332279205,0.9732844233512878,0.32172566652297974,0.7765711545944214,0.06668727844953537,0.9933264851570129
0.5470085144042969,0.39210450649261475,-0.4469854235649109,0.9999388456344604,0.5441733598709106,0.445071816444397,-0.15379701554775238,0.9999420642852783,0.3763580024242401,0.4233018755912781,-0.3137434124946594,0.999944806098938,0.5516074299812317,0.5278976559638977,-0.10525233298540115,0.8830194473266602,0.2754741311073303,0.47167709469795227,-0.3295463025569916,0.9898275136947632,0.4501272141933441,0.5627123117446899,-0.2835538685321808,0.8820697069168091,0.33312711119651794,0.5277052521705627,-0.47018709778785706,0.9634395837783813,0.47906363010406494,0.5711897611618042,0.06257933378219604,0.9995787143707275,0.3814462423324585,0.5703925490379333,-0.06250735372304916,0.9997299909591675,0.5533948540687561,0.6643982529640198,-0.04662822186946869,0.9537379145622253,0.3444879949092865,0.6765698790550232,-0.12780384719371796,0.9936594367027283,0.563118040561676,0.7633714079856873,0.11892731487751007,0.9753243923187256,0.32076936960220337,0.7760467529296875,0.031725142151117325,0.993547797203064
0.5480369329452515,0.3924393057823181,-0.40511006116867065,0.9999380707740784,0.5423634648323059,0.4452422857284546,-0.12857206165790558,0.999944269657135,0.375273197889328,0.42303666472435,-0.28979846835136414,0.999946653842926,0.5500510334968567,0.5270635485649109,-0.09800412505865097,0.8906041979789734,0.27635613083839417,0.4700252115726471,-0.3581226170063019,0.9899232983589172,0.446198046207428,0.5624481439590454,-0.27321040630340576,0.8879963755607605,0.3340245187282562,0.5268158316612244,-0.541957437992096,0.9626297354698181,0.47976791858673096,0.5716651082038879,0.056115515530109406,0.9995609521865845,0.37980929017066956,0.5704856514930725,-0.056031230837106705,0.999723494052887,0.5548678636550903,0.6638965010643005,-0.11077125370502472,0.9579477906227112,0.34488797187805176,0.6763066649436951,-0.17480328679084778,0.9938207864761353,0.5639808773994446,0.7626037001609802,0.07667725533246994,0.9770864248275757,0.3209485709667206,0.7755619883537292,0.014202436432242393,0.9936118125915527
0.5483006238937378,0.39277851581573486,-0.387508362531662,0.9999366402626038,0.5412816405296326,0.4448176324367523,-0.11638449877500534,0.9999468922615051,0.374772846698761,0.4219661056995392,-0.2942435145378113,0.9999489784240723,0.5498008728027344,0.5274465680122375,-0.0831770971417427,0.8975820541381836,0.277346134185791,0.467344731092453,-0.35773971676826477,0.9899966716766357,0.44223979115486145,0.5621276497840881,-0.2637500762939453,0.8941588401794434,0.33493247628211975,0.5264377593994141,-0.5077986717224121,0.9616203308105469,0.4780612587928772,0.5716029405593872,0.061575669795274734,0.9995371103286743,0.378651887178421,0.5697254538536072,-0.06150266155600548,0.9997164011001587,0.5544577240943909,0.6626573204994202,-0.054700762033462524,0.9616155624389648,0.3471290171146393,0.6750974059104919,-0.1756238490343094,0.994036078453064,0.5645734071731567,0.7620728015899658,0.11486043781042099,0.9785721898078918,0.3204023241996765,0.7756005525588989,0.0055349282920360565,0.993752658367157
0.550145149230957,0.3932827115058899,-0.3801456689834595,0.9999369382858276,0.5409020781517029,0.4450377821922302,-0.11352341622114182,0.9999490976333618,0.3754497468471527,0.42046624422073364,-0.30159664154052734,0.9999514222145081,0.5477336645126343,0.5282297730445862,-0.08206558227539062,0.9037581086158752,0.2767369747161865,0.4646461606025696,-0.3868645131587982,0.9900968074798584,0.43532830476760864,0.5640211701393127,-0.26055505871772766,0.8993722796440125,0.3291419744491577,0.523307204246521,-0.5525460243225098,0.961310088634491,0.47541990876197815,0.5714751482009888,0.0643288791179657,0.9995192885398865,0.3778599798679352,0.5693963170051575,-0.06425852328538895,0.9997086524963379,0.5564844608306885,0.6616058349609375,-0.06155850365757942,0.9649136066436768,0.34829917550086975,0.6752235293388367,-0.16842247545719147,0.994138777256012,0.5645335912704468,0.7623041272163391,0.09346878528594971,0.9798435568809509,0.32143068313598633,0.7758516669273376,0.004753660410642624,0.9937824010848999
0.5527089834213257,0.39368778467178345,-0.3363780379295349,0.99993497133255,0.5409228205680847,0.4448179304599762,-0.07966146618127823,0.9999489188194275,0.3767939805984497,0.4197646379470825,-0.2800932824611664,0.9999524354934692,0.5447631478309631,0.5289278030395508,-0.04224627465009689,0.9067922830581665,0.2795621454715729,0.4598221182823181,-0.36202213168144226,0.9899268746376038,0.4257661700248718,0.5622580051422119,-0.20247316360473633,0.9014630913734436,0.332440048456192,0.5194600224494934,-0.5023198127746582,0.9593789577484131,0.4751037061214447,0.5707610249519348,0.06596837937831879,0.9994859099388123,0.3783319890499115,0.568324863910675,-0.06590843200683594,0.9996935129165649,0.558564305305481,0.660373330116272,-0.05805737525224686,0.967846691608429,0.3503248393535614,0.6748308539390564,-0.16748394072055817,0.9942662119865417,0.5640128254890442,0.7617101669311523,0.08564881235361099,0.9810003042221069,0.3210623264312744,0.7760354280471802,-0.0078089130111038685,0.9938374161720276
0.5559573173522949,0.39414894580841064,-0.3419354259967804,0.9999281167984009,0.5424488186836243,0.4453612267971039,-0.0966741293668747,0.9999458193778992,0.37792205810546875,0.41944172978401184,-0.2864878177642822,0.9999527931213379,0.5423586368560791,0.5292814373970032,-0.07671308517456055,0.9093778729438782,0.2806622385978699,0.4574519097805023,-0.38532960414886475,0.9891458749771118,0.4226241707801819,0.5603210926055908,-0.20952236652374268,0.9012513756752014,0.33019599318504333,0.5146216750144958,-0.5736492276191711,0.9559308886528015,0.47669243812561035,0.5707151293754578,0.06403473764657974,0.9994337558746338,0.3805117905139923,0.5684648156166077,-0.0639178454875946,0.9996699094772339,0.5604625344276428,0.6597229838371277,-0.08026189357042313,0.9705413579940796,0.35165247321128845,0.6748931407928467,-0.16854766011238098,0.9942692518234253,0.5653127431869507,0.761600911617279,0.06127776950597763,0.9820151925086975,0.32208195328712463,0.7761104106903076,-0.015948927029967308,0.993813157081604
